Biosample,Accession,Species,Prophage count
SAMN22600608,CP106783.1,Neisseria spp,0
SAMN22600315,CP106789.1,Neisseria spp,1
SAMN22600315,CP106790.1,Neisseria spp,0
SAMN31014148,CP106803.1,Neisseria spp,1
SAMN31014148,CP106804.1,Neisseria spp,0
SAMN31014963,CP106805.1,Neisseria spp,1
SAMN31014963,CP106806.1,Neisseria spp,0
SAMN31014981,CP106807.1,Neisseria spp,1
SAMN31014981,CP106808.1,Neisseria spp,0
SAMN31014989,CP106811.1,Neisseria spp,1
SAMN31014989,CP106812.1,Neisseria spp,0
SAMN22600672,CP106817.1,Neisseria spp,1
SAMN22600672,CP106818.1,Neisseria spp,0
SAMN22600892,CP106819.1,Neisseria spp,1
SAMN22600892,CP106820.1,Neisseria spp,0
SAMN28869590,CP106821.1,Neisseria spp,1
SAMN28869590,CP106822.1,Neisseria spp,0
SAMN28869590,CP106823.1,Neisseria spp,0
SAMN28859080,CP106824.1,Neisseria spp,1
SAMN28859080,CP106825.1,Neisseria spp,0
SAMN28871631,CP106826.1,Neisseria spp,1
SAMN28871631,CP106827.1,Neisseria spp,0
SAMN28871636,CP106918.1,Neisseria spp,2
SAMN28871636,CP106919.1,Neisseria spp,0
SAMN28871636,CP106920.1,Neisseria spp,0
SAMN28858852,CP106921.1,Neisseria spp,1
SAMN28858852,CP106922.1,Neisseria spp,0
SAMN31100588,CP106988.1,Acinetobacter baumannii,3
SAMN31100588,CP106989.1,Acinetobacter baumannii,0
SAMN31100588,CP106990.1,Acinetobacter baumannii,0
SAMN31100588,CP106991.1,Acinetobacter baumannii,0
SAMN30438104,CP107029.1,Pseudomonas aeruginosa,2
SAMN31139171,CP107038.1,Streptococcus pneumoniae,2
SAMN31136161,CP107039.1,Bacillus subtilis,2
SAMN31203372,CP107223.1,Neisseria spp,1
SAMN31203372,CP107224.1,Neisseria spp,0
SAMN31165852,CP107272.1,Neisseria spp,1
SAMN31165850,CP107274.1,Neisseria spp,1
SAMN31207037,CP107483.1,Klebsiella pneumoniae,6
SAMN31207037,CP107484.1,Klebsiella pneumoniae,0
SAMN31207037,CP107485.1,Klebsiella pneumoniae,0
SAMN31207037,CP107486.1,Klebsiella pneumoniae,0
SAMN31207037,CP107487.1,Klebsiella pneumoniae,0
SAMN31213618,CP107524.1,Streptococcus agalactiae,3
SAMN30898313,CP107581.1,Acinetobacter baumannii,1
SAMN30898313,CP107582.1,Acinetobacter baumannii,0
SAMN30898324,CP107597.1,Acinetobacter baumannii,1
SAMN30898324,CP107598.1,Acinetobacter baumannii,0
SAMN30898326,CP107601.1,Acinetobacter baumannii,1
SAMN30898326,CP107602.1,Acinetobacter baumannii,0
SAMN31265944,CP107728.1,Acinetobacter baumannii,2
SAMN31207303,CP109604.1,Klebsiella pneumoniae,2
SAMN31253290,CP109611.1,Enterococcus faecalis,2
SAMN31253290,CP109612.1,Enterococcus faecalis,0
SAMN31253290,CP109613.1,Enterococcus faecalis,0
SAMN30974103,CP109739.1,Serratia spp,8
SAMN30974103,CP109740.1,Serratia spp,0
SAMN30974103,CP109741.1,Serratia spp,0
SAMN30974103,CP109742.1,Serratia spp,0
SAMN30974103,CP109743.1,Serratia spp,0
SAMN31265469,CP109758.1,Enterococcus faecium,2
SAMN31265469,CP109759.1,Enterococcus faecium,0
SAMN31265469,CP109760.1,Enterococcus faecium,0
SAMN31247873,CP109798.1,Enterococcus faecium,2
SAMN31247873,CP109799.1,Enterococcus faecium,0
SAMN31247873,CP109800.1,Enterococcus faecium,0
SAMN31283467,CP109824.1,Serratia spp,4
SAMN31283467,CP109825.1,Serratia spp,0
SAMN31283467,CP109826.1,Serratia spp,0
SAMN31283467,CP109827.1,Serratia spp,0
SAMN31283467,CP109828.1,Serratia spp,0
SAMN31283566,CP109829.1,Serratia spp,5
SAMN31283566,CP109830.1,Serratia spp,0
SAMN30438111,CP109835.1,Pseudomonas aeruginosa,4
SAMN31247872,CP109838.1,Enterococcus faecium,0
SAMN31247872,CP109839.1,Enterococcus faecium,0
SAMN31247872,CP109840.1,Enterococcus faecium,0
SAMN31247872,CP109841.1,Enterococcus faecium,0
SAMN31247872,CP109842.1,Enterococcus faecium,0
SAMN30438119,CP109849.1,Pseudomonas aeruginosa,2
SAMN30438122,CP109850.1,Pseudomonas aeruginosa,1
SAMN30438138,CP109856.1,Pseudomonas aeruginosa,0
SAMN30438124,CP109920.1,Pseudomonas aeruginosa,6
SAMN31342467,CP110040.1,Enterococcus faecalis,1
SAMN31342463,CP110053.1,Enterococcus faecalis,1
SAMN31342462,CP110054.1,Enterococcus faecalis,3
SAMN31342462,CP110055.1,Enterococcus faecalis,0
SAMN31342462,CP110056.1,Enterococcus faecalis,0
SAMN31342462,CP110057.1,Enterococcus faecalis,0
SAMN31342462,CP110058.1,Enterococcus faecalis,0
SAMN31342461,CP110059.1,Enterococcus faecalis,3
SAMN31342461,CP110060.1,Enterococcus faecalis,0
SAMN31342461,CP110061.1,Enterococcus faecalis,0
SAMN31342461,CP110062.1,Enterococcus faecalis,0
SAMN31342460,CP110063.1,Enterococcus faecalis,1
SAMN31342460,CP110064.1,Enterococcus faecalis,0
SAMN31342460,CP110065.1,Enterococcus faecalis,0
SAMN31342460,CP110066.1,Enterococcus faecalis,0
SAMN31342460,CP110067.1,Enterococcus faecalis,0
SAMN31342459,CP110068.1,Enterococcus faecalis,2
SAMN31342458,CP110069.1,Enterococcus faecalis,1
SAMN31342458,CP110070.1,Enterococcus faecalis,0
SAMN31342457,CP110071.1,Enterococcus faecalis,1
SAMN31342455,CP110074.1,Enterococcus faecalis,1
SAMN31342455,CP110075.1,Enterococcus faecalis,0
SAMN31342455,CP110076.1,Enterococcus faecalis,0
SAMN31342455,CP110077.1,Enterococcus faecalis,0
SAMN31342455,CP110078.1,Enterococcus faecalis,0
SAMN31424710,CP110102.1,Serratia spp,3
SAMN31424710,CP110103.1,Serratia spp,0
SAMN31425245,CP110145.1,Klebsiella pneumoniae,2
SAMN31425245,CP110146.1,Klebsiella pneumoniae,0
SAMN31425245,CP110147.1,Klebsiella pneumoniae,0
SAMN31210808,CP110188.1,Vibrio cholerae,0
SAMN31210808,CP110189.1,Vibrio cholerae,0
SAMN31055796,CP110198.1,Salmonella enterica,5
SAMN31055796,CP110199.1,Salmonella enterica,0
SAMN31055796,CP110200.1,Salmonella enterica,0
SAMN30438132,CP110352.1,Pseudomonas aeruginosa,3
SAMN31527003,CP110371.1,Proteus spp,3
SAMN31527195,CP110372.1,Proteus spp,2
SAMN31527216,CP110373.1,Proteus spp,4
SAMN31527216,CP110374.1,Proteus spp,0
SAMN31527278,CP110375.1,Proteus spp,4
SAMN31527276,CP110376.1,Proteus spp,4
SAMN31527305,CP110377.1,Proteus spp,4
SAMN31494247,CP110462.1,Acinetobacter baumannii,2
SAMN31494247,CP110463.1,Acinetobacter baumannii,0
SAMN31494247,CP110464.1,Acinetobacter baumannii,0
SAMN31494247,CP110465.1,Acinetobacter baumannii,0
SAMN31494247,CP110466.1,Acinetobacter baumannii,0
SAMN31494247,CP110467.1,Acinetobacter baumannii,0
SAMN31494247,CP110468.1,Acinetobacter baumannii,0
SAMN31634663,CP110673.1,Proteus spp,2
SAMN31656063,CP110775.1,Citrobacter spp,7
SAMN31656063,CP110776.1,Citrobacter spp,0
SAMN31656063,CP110777.1,Citrobacter spp,0
SAMN31656063,CP110778.1,Citrobacter spp,0
SAMN31656063,CP110780.1,Citrobacter spp,0
SAMN31656063,CP110781.1,Citrobacter spp,0
SAMN31691762,CP110857.1,Enterobacter spp,5
SAMN31693425,CP110890.1,Citrobacter spp,0
SAMN31693425,CP110891.1,Citrobacter spp,0
SAMN31693425,CP110892.1,Citrobacter spp,0
SAMN31693425,CP110893.1,Citrobacter spp,0
SAMN31693425,CP110894.1,Citrobacter spp,9
SAMN31693425,CP110895.1,Citrobacter spp,0
SAMN31693425,CP110896.1,Citrobacter spp,0
SAMN31693425,CP110897.1,Citrobacter spp,0
SAMN31693425,CP110898.1,Citrobacter spp,0
SAMN31693662,CP110899.1,Citrobacter spp,0
SAMN31693662,CP110900.1,Citrobacter spp,9
SAMN31693662,CP110901.1,Citrobacter spp,0
SAMN31693662,CP110902.1,Citrobacter spp,0
SAMN31693662,CP110903.1,Citrobacter spp,0
SAMN31693662,CP110904.1,Citrobacter spp,0
SAMN31693662,CP110905.1,Citrobacter spp,0
SAMN31693747,CP110907.1,Citrobacter spp,0
SAMN31693747,CP110908.1,Citrobacter spp,0
SAMN31693747,CP110909.1,Citrobacter spp,0
SAMN31693747,CP110910.1,Citrobacter spp,0
SAMN31693747,CP110911.1,Citrobacter spp,0
SAMN31693747,CP110912.1,Citrobacter spp,0
SAMN31693747,CP110913.1,Citrobacter spp,0
SAMN31693747,CP110914.1,Citrobacter spp,9
SAMN31693747,CP110915.1,Citrobacter spp,0
SAMN29934021,CP110952.1,Klebsiella pneumoniae,4
SAMN29934021,CP110953.1,Klebsiella pneumoniae,0
SAMN29934021,CP110954.1,Klebsiella pneumoniae,0
SAMN29934021,CP110955.1,Klebsiella pneumoniae,0
SAMN29934021,CP110956.1,Klebsiella pneumoniae,0
SAMN31742645,CP112862.1,Enterococcus faecium,3
SAMN31742645,CP112863.1,Enterococcus faecium,0
SAMN31742645,CP112864.1,Enterococcus faecium,0
SAMN31742645,CP112865.1,Enterococcus faecium,0
SAMN31523638,CP113035.1,Staphylococcus aureus,0
SAMN31523638,CP113036.1,Staphylococcus aureus,0
SAMN31523638,CP113037.1,Staphylococcus aureus,2
SAMN31523638,CP113038.1,Staphylococcus aureus,0
SAMN31523641,CP113042.1,Staphylococcus aureus,3
SAMN31523641,CP113043.1,Staphylococcus aureus,0
SAMN31523646,CP113051.1,Staphylococcus aureus,2
SAMN31681937,CP113080.1,Acinetobacter baumannii,3
SAMN31681937,CP113081.1,Acinetobacter baumannii,0
SAMN31681937,CP113082.1,Acinetobacter baumannii,0
SAMN31844607,CP113114.1,Streptococcus pneumoniae,1
SAMN31844858,CP113115.1,Streptococcus pneumoniae,1
SAMN31831552,CP113165.1,Klebsiella pneumoniae,7
SAMN31831552,CP113166.1,Klebsiella pneumoniae,0
SAMN31831552,CP113167.1,Klebsiella pneumoniae,0
SAMN31836844,CP113186.1,Klebsiella pneumoniae,0
SAMN31836844,CP113187.1,Klebsiella pneumoniae,0
SAMN31836844,CP113188.1,Klebsiella pneumoniae,0
SAMN31836844,CP113189.1,Klebsiella pneumoniae,0
SAMN31836844,CP113190.1,Klebsiella pneumoniae,0
SAMN31836844,CP113191.1,Klebsiella pneumoniae,3
SAMN31830494,CP113266.1,Streptococcus pneumoniae,0
SAMN31830702,CP113267.1,Streptococcus pneumoniae,0
SAMN31929640,CP113784.1,Citrobacter spp,5
SAMN31929640,CP113785.1,Citrobacter spp,0
SAMN32023589,CP113832.1,Enterococcus faecalis,2
SAMN32023589,CP113833.1,Enterococcus faecalis,0
SAMN32023589,CP113834.1,Enterococcus faecalis,0
SAMN32023589,CP113835.1,Enterococcus faecalis,0
SAMN32079354,CP113974.1,Pseudomonas aeruginosa,0
SAMN32105454,CP114033.1,Enterobacter spp,2
SAMN32105454,CP114034.1,Enterobacter spp,0
SAMN31936906,CP114075.1,Pseudomonas aeruginosa,2
SAMN31936914,CP114077.1,Pseudomonas aeruginosa,2
SAMN31936916,CP114078.1,Pseudomonas aeruginosa,5
SAMN31936919,CP114080.1,Pseudomonas aeruginosa,2
SAMN31936930,CP114085.1,Pseudomonas aeruginosa,3
SAMN31936933,CP114087.1,Pseudomonas aeruginosa,1
SAMN31936941,CP114092.1,Pseudomonas aeruginosa,2
SAMN31936945,CP114093.1,Pseudomonas aeruginosa,0
SAMN31936947,CP114094.1,Pseudomonas aeruginosa,0
SAMN31936951,CP114097.1,Pseudomonas aeruginosa,1
SAMN31936959,CP114102.1,Pseudomonas aeruginosa,1
SAMN31936962,CP114105.1,Pseudomonas aeruginosa,2
SAMN31936964,CP114107.1,Pseudomonas aeruginosa,1
SAMN03105183,CP114381.1,Acinetobacter baumannii,3
SAMN03105183,CP114382.1,Acinetobacter baumannii,0
SAMN03105183,CP114383.1,Acinetobacter baumannii,0
SAMN03105183,CP114384.1,Acinetobacter baumannii,0
SAMN32252807,CP114564.1,Citrobacter spp,6
SAMN32252807,CP114565.1,Citrobacter spp,0
SAMN32252807,CP114566.1,Citrobacter spp,0
SAMN32252807,CP114567.1,Citrobacter spp,0
SAMN32252807,CP114568.1,Citrobacter spp,0
SAMN32252807,CP114569.1,Citrobacter spp,0
SAMN32252807,CP114570.1,Citrobacter spp,0
SAMN32214983,CP114571.1,Enterobacter spp,5
SAMN32214983,CP114572.1,Enterobacter spp,0
SAMN32214983,CP114573.1,Enterobacter spp,0
SAMN32214983,CP114574.1,Enterobacter spp,0
SAMN32214983,CP114575.1,Enterobacter spp,0
SAMN32343694,CP114899.1,Bacillus subtilis,3
SAMN32343694,CP114900.1,Bacillus subtilis,0
SAMN32262091,CP114979.1,Enterobacter spp,7
SAMN32262091,CP114980.1,Enterobacter spp,0
SAMN32262091,CP114981.1,Enterobacter spp,0
SAMN32262091,CP114982.1,Enterobacter spp,0
SAMN32262091,CP114983.1,Enterobacter spp,0
SAMN32262091,CP114984.1,Enterobacter spp,0
SAMN32262092,CP114985.1,Enterobacter spp,6
SAMN32262092,CP114986.1,Enterobacter spp,0
SAMN32262092,CP114987.1,Enterobacter spp,0
SAMN32262092,CP114988.1,Enterobacter spp,0
SAMN32262092,CP114989.1,Enterobacter spp,0
SAMN32262092,CP114990.1,Enterobacter spp,0
SAMN32262092,CP114991.1,Enterobacter spp,0
SAMN32262092,CP114992.1,Enterobacter spp,0
SAMN32262092,CP114993.1,Enterobacter spp,0
SAMN32262093,CP114994.1,Enterobacter spp,4
SAMN32262093,CP114995.1,Enterobacter spp,0
SAMN32262093,CP114996.1,Enterobacter spp,0
SAMN32262094,CP114997.1,Enterobacter spp,4
SAMN32262094,CP114998.1,Enterobacter spp,0
SAMN32262094,CP114999.1,Enterobacter spp,0
SAMN32262096,CP115004.1,Enterobacter spp,4
SAMN32262096,CP115005.1,Enterobacter spp,0
SAMN32262096,CP115006.1,Enterobacter spp,0
SAMN32262096,CP115007.1,Enterobacter spp,0
SAMN32262096,CP115008.1,Enterobacter spp,0
SAMN32262097,CP115009.1,Serratia spp,3
SAMN32262097,CP115010.1,Serratia spp,0
SAMN32262097,CP115011.1,Serratia spp,0
SAMN32262097,CP115012.1,Serratia spp,0
SAMN32262097,CP115013.1,Serratia spp,0
SAMN32262097,CP115014.1,Serratia spp,0
SAMN32262098,CP115015.1,Serratia spp,3
SAMN32262098,CP115016.1,Serratia spp,0
SAMN32262098,CP115017.1,Serratia spp,0
SAMN32262098,CP115018.1,Serratia spp,0
SAMN32262098,CP115019.1,Serratia spp,0
SAMN32262098,CP115020.1,Serratia spp,0
SAMN22334928,CP115129.1,Citrobacter spp,9
SAMN22334928,CP115130.1,Citrobacter spp,0
SAMN22334928,CP115131.1,Citrobacter spp,0
SAMN22334928,CP115132.1,Citrobacter spp,0
SAMN21522362,CP115150.1,Enterobacter spp,4
SAMN21522362,CP115151.1,Enterobacter spp,0
SAMN21522362,CP115152.1,Enterobacter spp,0
SAMN32413579,CP115191.1,Pseudomonas aeruginosa,7
SAMN32413573,CP115200.1,Pseudomonas aeruginosa,3
SAMN32413571,CP115202.1,Pseudomonas aeruginosa,3
SAMN32413569,CP115204.1,Pseudomonas aeruginosa,0
SAMN32413563,CP115213.1,Pseudomonas aeruginosa,4
SAMN32413563,CP115214.1,Pseudomonas aeruginosa,0
SAMN32413560,CP115219.1,Pseudomonas aeruginosa,2
SAMN32413559,CP115220.1,Pseudomonas aeruginosa,2
SAMN32413555,CP115224.1,Pseudomonas aeruginosa,1
SAMN32413552,CP115227.1,Pseudomonas aeruginosa,2
SAMN32413552,CP115228.1,Pseudomonas aeruginosa,0
SAMN32413552,CP115229.1,Pseudomonas aeruginosa,0
SAMN32413536,CP115250.1,Pseudomonas aeruginosa,1
SAMN32413524,CP115262.1,Pseudomonas aeruginosa,2
SAMN32413505,CP115288.1,Pseudomonas aeruginosa,1
SAMN32413502,CP115292.1,Pseudomonas aeruginosa,0
SAMN32413502,CP115293.1,Pseudomonas aeruginosa,3
SAMN32413499,CP115296.1,Pseudomonas aeruginosa,1
SAMN32413497,CP115298.1,Pseudomonas aeruginosa,2
SAMN32423452,CP115551.1,Salmonella enterica,9
SAMN29151494,CP115614.1,Citrobacter spp,6
SAMN29151494,CP115615.1,Citrobacter spp,0
SAMN29151494,CP115616.1,Citrobacter spp,0
SAMN29151494,CP115617.1,Citrobacter spp,0
SAMN29151494,CP115618.1,Citrobacter spp,0
SAMN29151494,CP115619.1,Citrobacter spp,0
SAMN29151494,CP115620.1,Citrobacter spp,0
SAMN27182098,CP115637.1,Acinetobacter baumannii,1
SAMN27182098,CP115638.1,Acinetobacter baumannii,0
SAMN27591179,CP115639.1,Acinetobacter baumannii,2
SAMN27591179,CP115640.1,Acinetobacter baumannii,0
SAMN29151496,CP115645.1,Acinetobacter baumannii,1
SAMN29151496,CP115646.1,Acinetobacter baumannii,0
SAMN29151496,CP115647.1,Acinetobacter baumannii,0
SAMN15907139,CP115689.1,Enterobacter spp,4
SAMN15907139,CP115690.1,Enterobacter spp,0
SAMN15907139,CP115691.1,Enterobacter spp,0
SAMN15907139,CP115692.1,Enterobacter spp,0
SAMN15907139,CP115693.1,Enterobacter spp,0
SAMN15907139,CP115694.1,Enterobacter spp,0
SAMN15907139,CP115695.1,Enterobacter spp,0
SAMN15907137,CP115696.1,Enterobacter spp,3
SAMN15907137,CP115697.1,Enterobacter spp,0
SAMN15907137,CP115698.1,Enterobacter spp,0
SAMN15907137,CP115699.1,Enterobacter spp,0
SAMN15907137,CP115700.1,Enterobacter spp,0
SAMN32406715,CP115738.1,Bacillus subtilis,3
SAMN10425227,CP115834.1,Salmonella enterica,5
SAMN10425227,CP115835.1,Salmonella enterica,0
SAMN10425227,CP115836.1,Salmonella enterica,0
SAMN32541572,CP115874.1,Enterobacter spp,1
SAMN31428012,CP115904.1,Neisseria spp,1
SAMN31428012,CP115905.1,Neisseria spp,0
SAMN32638696,CP115992.1,Enterococcus faecalis,2
SAMN32638696,CP115993.1,Enterococcus faecalis,0
SAMN32638696,CP115994.1,Enterococcus faecalis,0
SAMN32638696,CP115995.1,Enterococcus faecalis,0
SAMN32632906,CP116023.1,Enterococcus faecium,0
SAMN32632906,CP116024.1,Enterococcus faecium,0
SAMN32632906,CP116025.1,Enterococcus faecium,0
SAMN32643659,CP116042.1,Salmonella enterica,6
SAMN32643659,CP116043.1,Salmonella enterica,0
SAMN32686646,CP116223.1,Proteus spp,2
SAMN32735351,CP116234.1,Helicobacter pylori,0
SAMN32770956,CP116387.1,Acinetobacter baumannii,4
SAMN32770956,CP116388.1,Acinetobacter baumannii,0
SAMN32770956,CP116389.1,Acinetobacter baumannii,0
SAMN32807490,CP116457.1,Streptococcus pyogenes,1
SAMN06203705,CP116489.1,Haemophilus influenzae,0
SAMN23424533,CP116520.1,Enterococcus faecium,1
SAMN23424533,CP116521.1,Enterococcus faecium,0
SAMN23424533,CP116522.1,Enterococcus faecium,0
SAMN23424532,CP116523.1,Enterococcus faecium,2
SAMN23424532,CP116524.1,Enterococcus faecium,0
SAMN23424532,CP116525.1,Enterococcus faecium,0
SAMN23424532,CP116526.1,Enterococcus faecium,0
SAMN23424532,CP116527.1,Enterococcus faecium,0
SAMN23424529,CP116532.1,Enterococcus faecium,2
SAMN23424529,CP116533.1,Enterococcus faecium,0
SAMN23424529,CP116534.1,Enterococcus faecium,0
SAMN23424529,CP116535.1,Enterococcus faecium,0
SAMN23424525,CP116546.1,Enterococcus faecium,0
SAMN23424525,CP116547.1,Enterococcus faecium,0
SAMN23424525,CP116548.1,Enterococcus faecium,0
SAMN23424524,CP116549.1,Enterococcus faecium,0
SAMN23424524,CP116550.1,Enterococcus faecium,0
SAMN23424524,CP116551.1,Enterococcus faecium,0
SAMN23424524,CP116552.1,Enterococcus faecium,0
SAMN23424519,CP116553.1,Enterococcus faecalis,0
SAMN23424519,CP116554.1,Enterococcus faecalis,0
SAMN23424518,CP116555.1,Enterococcus faecalis,1
SAMN23424518,CP116556.1,Enterococcus faecalis,0
SAMN23424516,CP116559.1,Enterococcus faecalis,1
SAMN23424516,CP116560.1,Enterococcus faecalis,0
SAMN23424515,CP116561.1,Enterococcus faecalis,2
SAMN23424515,CP116562.1,Enterococcus faecalis,0
SAMN23424515,CP116563.1,Enterococcus faecalis,0
SAMN23424514,CP116564.1,Enterococcus faecalis,2
SAMN23424514,CP116565.1,Enterococcus faecalis,0
SAMN23424511,CP116571.1,Enterococcus faecalis,3
SAMN23424511,CP116572.1,Enterococcus faecalis,0
SAMN23424511,CP116573.1,Enterococcus faecalis,0
SAMN23424511,CP116574.1,Enterococcus faecalis,0
SAMN23424510,CP116575.1,Enterococcus faecalis,2
SAMN23424510,CP116576.1,Enterococcus faecalis,0
SAMN23424510,CP116577.1,Enterococcus faecalis,0
SAMN23424510,CP116578.1,Enterococcus faecalis,0
SAMN31527617,CP116620.1,Proteus spp,2
SAMN31527004,CP116621.1,Proteus spp,4
SAMN31527004,CP116622.1,Proteus spp,0
SAMN32805326,CP116680.1,Acinetobacter baumannii,2
SAMN32805326,CP116681.1,Acinetobacter baumannii,0
SAMN32878366,CP116705.1,Streptococcus agalactiae,1
SAMN32878365,CP116706.1,Streptococcus agalactiae,1
SAMN32878364,CP116707.1,Streptococcus agalactiae,1
SAMN32878363,CP116708.1,Streptococcus agalactiae,1
SAMN32878362,CP116709.1,Streptococcus agalactiae,1
SAMN32878361,CP116710.1,Streptococcus agalactiae,1
SAMN32878360,CP116711.1,Streptococcus agalactiae,1
SAMN32878359,CP116712.1,Streptococcus agalactiae,1
SAMN32878358,CP116713.1,Streptococcus agalactiae,1
SAMN32878357,CP116714.1,Streptococcus agalactiae,1
SAMN32874244,CP116721.1,Pseudomonas aeruginosa,3
SAMN32902171,CP116773.1,Bacillus subtilis,3
SAMN32788866,CP116867.1,Bacillus subtilis,0
SAMN32788865,CP116868.1,Bacillus subtilis,0
SAMN32788863,CP116870.1,Bacillus subtilis,0
SAMN32803237,CP116934.1,Pseudomonas aeruginosa,3
SAMN26871936,CP117166.1,Proteus spp,3
SAMN33038040,CP117184.1,Salmonella enterica,7
SAMN33038040,CP117185.1,Salmonella enterica,0
SAMN33038040,CP117186.1,Salmonella enterica,0
SAMN33038040,CP117187.1,Salmonella enterica,0
SAMN32885235,CP117203.1,Staphylococcus aureus,1
SAMN32885235,CP117204.1,Staphylococcus aureus,0
SAMN32885235,CP117205.1,Staphylococcus aureus,0
SAMN32935255,CP117292.1,Salmonella enterica,4
SAMN32741785,CP117299.2,Salmonella enterica,4
SAMN32950802,CP117332.1,Salmonella enterica,3
SAMN32950802,CP117333.1,Salmonella enterica,0
SAMN32950802,CP117334.1,Salmonella enterica,0
SAMN32950802,CP117335.1,Salmonella enterica,0
SAMN33169384,CP117475.1,Citrobacter spp,4
SAMN33169384,CP117476.1,Citrobacter spp,0
SAMN33169384,CP117477.1,Citrobacter spp,0
SAMN33180039,CP117496.1,Enterococcus faecalis,1
SAMN33180039,CP117497.1,Enterococcus faecalis,0
SAMN33180039,CP117498.1,Enterococcus faecalis,0
SAMN33180039,CP117499.1,Enterococcus faecalis,0
SAMN33180039,CP117500.1,Enterococcus faecalis,0
SAMN33180039,CP117501.1,Enterococcus faecalis,0
SAMN33180039,CP117502.1,Enterococcus faecalis,0
SAMN33180069,CP117511.1,Enterococcus faecalis,0
SAMN33180069,CP117512.1,Enterococcus faecalis,0
SAMN33180069,CP117513.1,Enterococcus faecalis,0
SAMN33180069,CP117514.1,Enterococcus faecalis,0
SAMN33180069,CP117515.1,Enterococcus faecalis,0
SAMN33246475,CP117970.1,Enterococcus faecalis,2
SAMN33275459,CP118043.1,Streptococcus agalactiae,1
SAMN33275442,CP118079.1,Streptococcus agalactiae,2
SAMN33275441,CP118080.1,Streptococcus agalactiae,2
SAMN33269650,CP118167.1,Bacillus subtilis,2
SAMN33299137,CP118227.1,Proteus spp,5
SAMN33299137,CP118228.1,Proteus spp,0
SAMN33299137,CP118229.1,Proteus spp,0
SAMN33277205,CP118279.1,Enterobacter spp,2
SAMN33310438,CP118306.1,Streptococcus pyogenes,0
SAMN33314856,CP118308.1,Streptococcus pyogenes,3
SAMN33314877,CP118309.1,Streptococcus pyogenes,3
SAMN33315834,CP118312.1,Streptococcus pyogenes,6
SAMN33319153,CP118467.1,Klebsiella pneumoniae,3
SAMN33319153,CP118468.1,Klebsiella pneumoniae,0
SAMN33319153,CP118469.1,Klebsiella pneumoniae,0
SAMN33319153,CP118470.1,Klebsiella pneumoniae,0
SAMN33319153,CP118471.1,Klebsiella pneumoniae,0
SAMN33319153,CP118472.1,Klebsiella pneumoniae,0
SAMN33319153,CP118473.1,Klebsiella pneumoniae,0
SAMN33319153,CP118474.1,Klebsiella pneumoniae,0
SAMN33319153,CP118475.1,Klebsiella pneumoniae,0
SAMN33319153,CP118476.1,Klebsiella pneumoniae,0
SAMN33325090,CP118481.1,Streptococcus pyogenes,2
SAMN33346708,CP118536.1,Salmonella enterica,4
SAMN33388078,CP118635.1,Proteus spp,3
SAMN33388078,CP118636.1,Proteus spp,0
SAMN33388081,CP118637.1,Proteus spp,1
SAMN33407041,CP118808.1,Staphylococcus aureus,1
SAMN33407041,CP118809.1,Staphylococcus aureus,0
SAMN33434791,CP118932.1,Serratia spp,1
SAMN33336514,CP118962.1,Enterococcus faecalis,2
SAMN31888397,CP119013.1,Klebsiella pneumoniae,5
SAMN31888397,CP119014.1,Klebsiella pneumoniae,0
SAMN31888397,CP119015.1,Klebsiella pneumoniae,0
SAMN31888397,CP119016.1,Klebsiella pneumoniae,0
SAMN33408659,CP119048.1,Citrobacter spp,7
SAMN33408659,CP119049.1,Citrobacter spp,1
SAMN33408659,CP119050.1,Citrobacter spp,0
SAMN33408659,CP119051.1,Citrobacter spp,0
SAMN33408659,CP119052.1,Citrobacter spp,0
SAMN33438667,CP119150.1,Enterococcus faecium,2
SAMN33438667,CP119151.1,Enterococcus faecium,0
SAMN33438667,CP119152.1,Enterococcus faecium,0
SAMN33438667,CP119153.1,Enterococcus faecium,0
SAMN33438667,CP119154.1,Enterococcus faecium,0
SAMN33438667,CP119155.1,Enterococcus faecium,0
SAMN33438667,CP119156.1,Enterococcus faecium,0
SAMN33438667,CP119157.1,Enterococcus faecium,0
SAMN33438667,CP119158.1,Enterococcus faecium,0
SAMN33434147,CP119165.1,Citrobacter spp,5
SAMN33434147,CP119166.1,Citrobacter spp,0
SAMN33434147,CP119167.1,Citrobacter spp,0
SAMN33434147,CP119168.1,Citrobacter spp,0
SAMN33575657,CP119297.1,Proteus spp,2
SAMN33573373,CP119298.1,Pseudomonas aeruginosa,3
SAMN33587933,CP119435.1,Serratia spp,6
SAMN33587933,CP119436.1,Serratia spp,0
SAMN33687318,CP119576.1,Streptococcus agalactiae,1
SAMN33693461,CP119597.1,Streptococcus pyogenes,1
SAMN33693473,CP119598.1,Streptococcus pyogenes,1
SAMN33578967,CP119713.1,Staphylococcus aureus,1
SAMN33578967,CP119714.1,Staphylococcus aureus,0
SAMN33696834,CP120009.1,Staphylococcus aureus,1
SAMN33696834,CP120010.1,Staphylococcus aureus,0
SAMN33696820,CP120044.1,Staphylococcus aureus,2
SAMN33696820,CP120045.1,Staphylococcus aureus,0
SAMN33696820,CP120046.1,Staphylococcus aureus,0
SAMN33696765,CP120174.1,Staphylococcus aureus,2
SAMN33696765,CP120175.1,Staphylococcus aureus,0
SAMN33696765,CP120176.1,Staphylococcus aureus,0
