accession	seq_name	amidase_count	lysozyme_count	total_count
CP056256.1_virus_genes.tsv	ENA|CP056256|CP056256.1|provirus_2130856_2150544	0	0	0
OW967263.1_virus_genes.tsv	ENA|OW967263|OW967263.1|provirus_1273894_1314218	0	0	0
CP162975.1_virus_genes.tsv	ENA|CP162975|CP162975.1|provirus_1377806_1418882	0	0	0
CP189885.1_virus_genes.tsv	ENA|CP189885|CP189885.1|provirus_3129900_3185425	1	1	2
CP092493.1_virus_genes.tsv	ENA|CP092493|CP092493.1|provirus_4700418_4748066	0	0	0
CP091348.1_virus_genes.tsv	ENA|CP091348|CP091348.1|provirus_2550925_2609934	0	1	1
CP021885.1_virus_genes.tsv	ENA|CP021885|CP021885.1|provirus_1650225_1671436	0	0	0
CP193994.1_virus_genes.tsv	ENA|CP193994|CP193994.1|provirus_470205_487508	0	0	0
CP129206.1_virus_genes.tsv	ENA|CP129206|CP129206.1|provirus_1664622_1678870	0	0	0
CP063843.1_virus_genes.tsv	ENA|CP063843|CP063843.1|provirus_2972571_3010960	1	1	2
CP017871.1_virus_genes.tsv	ENA|CP017871|CP017871.1|provirus_890591_933570	1	0	1
AP018385.1_virus_genes.tsv	ENA|AP018385|AP018385.1|provirus_1107302_1148497	0	0	0
CP064252.1_virus_genes.tsv	ENA|CP064252|CP064252.1|provirus_3171977_3193857	0	0	0
CP056595.1_virus_genes.tsv	ENA|CP056595|CP056595.1|provirus_3196297_3220142	0	0	0
CP074105.1_virus_genes.tsv	ENA|CP074105|CP074105.1|provirus_836413_864208	0	0	0
CP181099.1_virus_genes.tsv	ENA|CP181099|CP181099.1|provirus_812267_843886	1	0	1
CP132673.1_virus_genes.tsv	ENA|CP132673|CP132673.1|provirus_1260034_1311004	1	0	1
CP103768.1_virus_genes.tsv	ENA|CP103768|CP103768.1|provirus_2430185_2491130	1	1	2
JAUFOL000000000_virus_genes.tsv	ENA|JAUFOL010000001|JAUFOL010000001.1|provirus_4200989_4216831	0	0	0
CP116223.1_virus_genes.tsv	ENA|CP116223|CP116223.1|provirus_2438881_2469960	0	0	0
CP087645.1_virus_genes.tsv	ENA|CP087645|CP087645.1|provirus_1430640_1473659	0	0	0
CP071777.1_virus_genes.tsv	ENA|CP071777|CP071777.1|provirus_2390681_2421757	0	0	0
CP017085.1_virus_genes.tsv	ENA|CP017085|CP017085.1|provirus_2604040_2646665	0	0	0
CP110900.1_virus_genes.tsv	ENA|CP110900|CP110900.1|provirus_1240513_1270143	1	1	2
LR135384.1_virus_genes.tsv	ENA|LR135384|LR135384.1|provirus_2612322_2652768	0	0	0
CP193991.1_virus_genes.tsv	ENA|CP193991|CP193991.1|provirus_3054530_3095373	1	1	2
CP173135.1_virus_genes.tsv	ENA|CP173135|CP173135.1|provirus_2422179_2463914	0	0	0
CP143749.1_virus_genes.tsv	ENA|CP143749|CP143749.1|provirus_4014302_4055638	0	0	0
CP106749.1_virus_genes.tsv	ENA|CP106749|CP106749.1|provirus_725557_742353	0	0	0
CP083179.1_virus_genes.tsv	ENA|CP083179|CP083179.1|provirus_943968_966771	0	0	0
CP007560.1_virus_genes.tsv	ENA|CP007560|CP007560.1|provirus_547801_587498	0	0	0
CP162436.1_virus_genes.tsv	ENA|CP162436|CP162436.1|provirus_1057473_1111403	1	0	1
CP167017.1_virus_genes.tsv	ENA|CP167017|CP167017.1|provirus_1167853_1203367	0	0	0
CP073248.1_virus_genes.tsv	ENA|CP073248|CP073248.1|provirus_3375963_3422442	0	0	0
CP117496.1_virus_genes.tsv	ENA|CP117496|CP117496.1|provirus_1130580_1143965	0	0	0
CP097626.1_virus_genes.tsv	ENA|CP097626|CP097626.1|provirus_465175_481278	0	0	0
CP050523.1_virus_genes.tsv	ENA|CP050523|CP050523.1|provirus_1259211_1315930	0	1	1
CM129970.1_virus_genes.tsv	ENA|CM129970|CM129970.1|provirus_509949_559986	0	1	1
CP018925.1_virus_genes.tsv	ENA|CP018925|CP018925.1|provirus_2330073_2365120	1	1	2
CP143903.1_virus_genes.tsv	ENA|CP143903|CP143903.1|provirus_4457465_4502530	0	0	0
CP042488.1_virus_genes.tsv	ENA|CP042488|CP042488.1|provirus_2783361_2831107	0	0	0
LR130239.1_virus_genes.tsv	ENA|LR130239|LR130239.1|provirus_751788_791004	0	0	0
CP098505.2_virus_genes.tsv	ENA|CP098505|CP098505.2|provirus_931270_948019	0	0	0
CP064229.1_virus_genes.tsv	ENA|CP064229|CP064229.1|provirus_3224727_3279824	1	1	2
CP003278.1_virus_genes.tsv	ENA|CP003278|CP003278.1|provirus_1924908_1972090	0	0	0
CP154801.1_virus_genes.tsv	ENA|CP154801|CP154801.1|provirus_1722626_1759555	1	1	2
CP131746.1_virus_genes.tsv	ENA|CP131746|CP131746.1|provirus_1359122_1385712	1	1	2
CP197050.1_virus_genes.tsv	ENA|CP197050|CP197050.1|provirus_433_39595	0	0	0
CP078118.1_virus_genes.tsv	ENA|CP078118|CP078118.1|provirus_964840_1010313	0	0	0
CP175998.1_virus_genes.tsv	ENA|CP175998|CP175998.1|provirus_1856346_1904580	0	0	0
CP094230.1_virus_genes.tsv	ENA|CP094230|CP094230.1|provirus_1744922_1821416	0	0	0
CP028626.1_virus_genes.tsv	ENA|CP028626|CP028626.1|provirus_3428302_3477745	1	1	2
JBQWED000000000_virus_genes.tsv	ENA|JBQWED010000003|JBQWED010000003.1|provirus_1778086_1792333	0	0	0
CP106757.1_virus_genes.tsv	ENA|CP106757|CP106757.1|provirus_1277414_1316900	0	0	0
CP058318.1_virus_genes.tsv	ENA|CP058318|CP058318.1|provirus_3385479_3426976	0	0	0
CP028737.1_virus_genes.tsv	ENA|CP028737|CP028737.1|provirus_1466474_1513680	0	0	0
CP046612.1_virus_genes.tsv	ENA|CP046612|CP046612.1|provirus_3305367_3362298	1	0	1
CP087645.1_virus_genes.tsv	ENA|CP087645|CP087645.1|provirus_1237170_1312191	1	1	2
CP156625.1_virus_genes.tsv	ENA|CP156625|CP156625.1|provirus_650595_692766	0	0	0
CP134550.1_virus_genes.tsv	ENA|CP134550|CP134550.1|provirus_1603958_1645912	0	1	1
CP039935.1_virus_genes.tsv	ENA|CP039935|CP039935.1|provirus_2721249_2760471	0	0	0
CP023814.1_virus_genes.tsv	ENA|CP023814|CP023814.1|provirus_928758_967559	0	0	0
CP170392.1_virus_genes.tsv	ENA|CP170392|CP170392.1|provirus_858532_905621	1	0	1
CP149418.1_virus_genes.tsv	ENA|CP149418|CP149418.1|provirus_1744305_1788781	1	1	2
JAUFOL000000000_virus_genes.tsv	ENA|JAUFOL010000003|JAUFOL010000003.1	0	0	0
CP115874.1_virus_genes.tsv	ENA|CP115874|CP115874.1|provirus_2389164_2445031	1	1	2
CP181955.1_virus_genes.tsv	ENA|CP181955|CP181955.1|provirus_2433274_2478988	0	0	0
CP149507.1_virus_genes.tsv	ENA|CP149507|CP149507.1|provirus_1156263_1201269	1	1	2
CP066451.1_virus_genes.tsv	ENA|CP066451|CP066451.1|provirus_2133573_2172416	0	0	0
CP144725.1_virus_genes.tsv	ENA|CP144725|CP144725.1|provirus_493101_510963	0	0	0
CP036167.1_virus_genes.tsv	ENA|CP036167|CP036167.1|provirus_1474690_1487551	0	0	0
LR699007.1_virus_genes.tsv	ENA|LR699007|LR699007.1|provirus_712112_726604	0	0	0
CP054407.1_virus_genes.tsv	ENA|CP054407|CP054407.1|provirus_2351612_2402548	2	1	3
CP130241.1_virus_genes.tsv	ENA|CP130241|CP130241.1|provirus_3378059_3436312	1	1	2
CP121766.1_virus_genes.tsv	ENA|CP121766|CP121766.1|provirus_1024116_1076092	1	1	2
CP088126.1_virus_genes.tsv	ENA|CP088126|CP088126.1|provirus_465521_481624	0	0	0
CP079882.1_virus_genes.tsv	ENA|CP079882|CP079882.1|provirus_1393695_1434866	0	0	0
CP107483.1_virus_genes.tsv	ENA|CP107483|CP107483.1|provirus_3472358_3506614	0	0	0
CP096776.1_virus_genes.tsv	ENA|CP096776|CP096776.1|provirus_1696257_1734203	1	1	2
CP085748.1_virus_genes.tsv	ENA|CP085748|CP085748.1|provirus_2722285_2775308	1	1	2
CP009256.1_virus_genes.tsv	ENA|CP009256|CP009256.1|provirus_2594616_2645025	0	1	1
CP016644.1_virus_genes.tsv	ENA|CP016644|CP016644.1|provirus_863668_869476	0	0	0
CP124894.1_virus_genes.tsv	ENA|CP124894|CP124894.1|provirus_1796678_1833367	0	0	0
CP039548.1_virus_genes.tsv	ENA|CP039548|CP039548.1|provirus_287942_326182	0	0	0
CP181860.1_virus_genes.tsv	ENA|CP181860|CP181860.1|provirus_718184_734979	0	0	0
CP093014.1_virus_genes.tsv	ENA|CP093014|CP093014.1|provirus_4294132_4305523	0	0	0
CP063150.1_virus_genes.tsv	ENA|CP063150|CP063150.1|provirus_2131787_2261080	0	0	0
CP000025.1_virus_genes.tsv	ENA|CP000025|CP000025.1|provirus_205424_244132	1	1	2
CP115614.1_virus_genes.tsv	ENA|CP115614|CP115614.1|provirus_2866392_2908879	1	1	2
CP021909.1_virus_genes.tsv	ENA|CP021909|CP021909.1|provirus_1909245_1956187	1	1	2
CP024162.1_virus_genes.tsv	ENA|CP024162|CP024162.1|provirus_1562904_1582265	0	0	0
CP172084.1_virus_genes.tsv	ENA|CP172084|CP172084.1|provirus_298322_353791	2	1	3
CP181957.1_virus_genes.tsv	ENA|CP181957|CP181957.1|provirus_2577066_2610478	0	0	0
CP074879.1_virus_genes.tsv	ENA|CP074879|CP074879.1|provirus_3819799_3834617	0	0	0
CP071460.1_virus_genes.tsv	ENA|CP071460|CP071460.1|provirus_1217510_1256104	0	0	0
CP016672.1_virus_genes.tsv	ENA|CP016672|CP016672.1|provirus_1334295_1368359	0	0	0
CP062727.1_virus_genes.tsv	ENA|CP062727|CP062727.1|provirus_3546948_3595212	1	1	2
CP021167.1_virus_genes.tsv	ENA|CP021167|CP021167.1|provirus_1154207_1203421	1	1	2
CP142355.1_virus_genes.tsv	ENA|CP142355|CP142355.1|provirus_978372_1023678	0	0	0
CP073994.1_virus_genes.tsv	ENA|CP073994|CP073994.1|provirus_3174988_3191330	0	0	0
CP018250.1_virus_genes.tsv	ENA|CP018250|CP018250.1|provirus_2613118_2679344	1	1	2
CP066451.1_virus_genes.tsv	ENA|CP066451|CP066451.1|provirus_2078480_2093034	0	0	0
CP050905.1_virus_genes.tsv	ENA|CP050905|CP050905.1|provirus_66921_110965	0	0	0
CP026082.1_virus_genes.tsv	ENA|CP026082|CP026082.1|provirus_713481_773709	0	0	0
LS483389.1_virus_genes.tsv	ENA|LS483389|LS483389.1|provirus_630095_667301	0	0	0
CP110376.1_virus_genes.tsv	ENA|CP110376|CP110376.1|provirus_1556697_1601249	1	1	2
LS483360.1_virus_genes.tsv	ENA|LS483360|LS483360.1|provirus_760980_813980	1	0	1
CP149985.1_virus_genes.tsv	ENA|CP149985|CP149985.1|provirus_1186307_1219840	1	1	2
CP114105.1_virus_genes.tsv	ENA|CP114105|CP114105.1|provirus_4995749_5030746	0	0	0
CP058160.1_virus_genes.tsv	ENA|CP058160|CP058160.1|provirus_1982526_2033819	1	1	2
CP157581.1_virus_genes.tsv	ENA|CP157581|CP157581.1|provirus_5676539_5706502	1	1	2
CP023436.1_virus_genes.tsv	ENA|CP023436|CP023436.1|provirus_2669024_2695614	1	1	2
CP047548.1_virus_genes.tsv	ENA|CP047548|CP047548.1|provirus_2847820_2853961	0	0	0
CP120881.1_virus_genes.tsv	ENA|CP120881|CP120881.1|provirus_4678331_4717123	0	0	0
CP066806.1_virus_genes.tsv	ENA|CP066806|CP066806.1|provirus_1881333_1894308	0	0	0
CP071192.1_virus_genes.tsv	ENA|CP071192|CP071192.1|provirus_1970378_2005167	0	0	0
CP063843.1_virus_genes.tsv	ENA|CP063843|CP063843.1|provirus_1667982_1685190	0	0	0
CP031237.1_virus_genes.tsv	ENA|CP031237|CP031237.1|provirus_994480_1002178	0	0	0
CP010319.1_virus_genes.tsv	ENA|CP010319|CP010319.1|provirus_565446_586179	0	0	0
CP087645.1_virus_genes.tsv	ENA|CP087645|CP087645.1|provirus_469833_485936	0	0	0
CP033987.1_virus_genes.tsv	ENA|CP033987|CP033987.1|provirus_2081903_2130834	1	0	1
OX461088.1_virus_genes.tsv	ENA|OX461088|OX461088.1|provirus_611740_631911	0	0	0
CP181657.1_virus_genes.tsv	ENA|CP181657|CP181657.1|provirus_3029243_3118039	2	1	3
CP026761.1_virus_genes.tsv	ENA|CP026761|CP026761.1|provirus_2255788_2275374	0	1	1
CP198952.1_virus_genes.tsv	ENA|CP198952|CP198952.1|provirus_839078_887323	1	0	1
CP044436.1_virus_genes.tsv	ENA|CP044436|CP044436.1|provirus_1106947_1154202	1	1	2
LR031521.1_virus_genes.tsv	ENA|LR031521|LR031521.1|provirus_1183505_1219019	0	0	0
CP064258.1_virus_genes.tsv	ENA|CP064258|CP064258.1|provirus_1366989_1410008	0	0	0
CP056238.1_virus_genes.tsv	ENA|CP056238|CP056238.1|provirus_1347065_1387094	0	0	0
CP142895.1_virus_genes.tsv	ENA|CP142895|CP142895.1|provirus_1549569_1585718	0	1	1
CP115639.1_virus_genes.tsv	ENA|CP115639|CP115639.1|provirus_2646510_2709188	0	1	1
CP159146.1_virus_genes.tsv	ENA|CP159146|CP159146.1|provirus_3160846_3174333	0	0	0
CP181857.1_virus_genes.tsv	ENA|CP181857|CP181857.1|provirus_1301951_1351104	0	0	0
CP151448.1_virus_genes.tsv	ENA|CP151448|CP151448.1|provirus_1408772_1449388	0	0	0
CP121632.1_virus_genes.tsv	ENA|CP121632|CP121632.1|provirus_1471259_1537825	0	1	1
CP196510.1_virus_genes.tsv	ENA|CP196510|CP196510.1|provirus_3648939_3677531	1	1	2
AP038761.1_virus_genes.tsv	ENA|AP038761|AP038761.1|provirus_2448776_2481476	0	0	0
CP145080.1_virus_genes.tsv	ENA|CP145080|CP145080.1|provirus_723782_740986	0	0	0
CP098470.2_virus_genes.tsv	ENA|CP098470|CP098470.2|provirus_727197_744007	0	0	0
CP031625.1_virus_genes.tsv	ENA|CP031625|CP031625.1|provirus_842362_901749	1	0	1
CP121365.1_virus_genes.tsv	ENA|CP121365|CP121365.1|provirus_1170979_1214636	1	1	2
AP026919.1_virus_genes.tsv	ENA|AP026919|AP026919.1|provirus_1448475_1491370	0	0	0
CP038292.1_virus_genes.tsv	ENA|CP038292|CP038292.1|provirus_2495068_2510048	0	0	0
CP191196.1_virus_genes.tsv	ENA|CP191196|CP191196.1|provirus_1887084_1925898	0	0	0
CP181900.1_virus_genes.tsv	ENA|CP181900|CP181900.1|provirus_1860234_1908044	0	0	0
LR898867.1_virus_genes.tsv	ENA|LR898867|LR898867.1|provirus_3841366_3887151	0	0	0
CP193906.1_virus_genes.tsv	ENA|CP193906|CP193906.1|provirus_1372900_1412180	0	0	0
CP023535.1_virus_genes.tsv	ENA|CP023535|CP023535.1|provirus_527815_599279	1	1	2
CP089198.1_virus_genes.tsv	ENA|CP089198|CP089198.1|provirus_638617_689030	2	1	3
CP054277.1_virus_genes.tsv	ENA|CP054277|CP054277.1|provirus_3_33566	1	1	2
CP071230.1_virus_genes.tsv	ENA|CP071230|CP071230.1|provirus_3451825_3468583	1	1	2
CP062241.1_virus_genes.tsv	ENA|CP062241|CP062241.1|provirus_1621774_1650406	1	1	2
CP054410.1_virus_genes.tsv	ENA|CP054410|CP054410.1|provirus_3532823_3569378	0	0	0
CP026338.1_virus_genes.tsv	ENA|CP026338|CP026338.1|provirus_1194297_1251623	0	1	1
CP151211.1_virus_genes.tsv	ENA|CP151211|CP151211.1|provirus_84631_125781	0	0	0
CP130605.1_virus_genes.tsv	ENA|CP130605|CP130605.1|provirus_1_33229	0	0	0
CP096690.1_virus_genes.tsv	ENA|CP096690|CP096690.1|provirus_3046697_3123816	0	0	0
CP054984.1_virus_genes.tsv	ENA|CP054984|CP054984.1|provirus_5192609_5225202	0	0	0
CP114077.1_virus_genes.tsv	ENA|CP114077|CP114077.1|provirus_2768353_2777287	0	0	0
CP145613.1_virus_genes.tsv	ENA|CP145613|CP145613.1|provirus_4820792_4831275	0	0	0
OW849527.1_virus_genes.tsv	ENA|OW849527|OW849527.1|provirus_2960695_2991499	1	1	2
CP135744.1_virus_genes.tsv	ENA|CP135744|CP135744.1|provirus_1372513_1407500	2	0	2
CP091352.1_virus_genes.tsv	ENA|CP091352|CP091352.1|provirus_2189982_2239166	0	1	1
CP042488.1_virus_genes.tsv	ENA|CP042488|CP042488.1|provirus_2423112_2476232	0	0	0
CP022532.1_virus_genes.tsv	ENA|CP022532|CP022532.1|provirus_4706490_4753994	0	0	0
CP095177.1_virus_genes.tsv	ENA|CP095177|CP095177.1|provirus_3431095_3446232	0	0	0
CP196623.1_virus_genes.tsv	ENA|CP196623|CP196623.1|provirus_1441381_1456694	0	0	0
JBQJFO000000000_virus_genes.tsv	ENA|JBQJFO010000001|JBQJFO010000001.1|provirus_2147766_2283251	0	0	0
CP142415.1_virus_genes.tsv	ENA|CP142415|CP142415.1|provirus_1186269_1209693	0	0	0
CP014027.2_virus_genes.tsv	ENA|CP014027|CP014027.2|provirus_1401861_1438440	0	0	0
CP089167.1_virus_genes.tsv	ENA|CP089167|CP089167.1|provirus_1127627_1134298	1	1	2
CP044136.1_virus_genes.tsv	ENA|CP044136|CP044136.1|provirus_3011555_3036530	0	0	0
CP148005.1_virus_genes.tsv	ENA|CP148005|CP148005.1|provirus_1146024_1158718	0	0	0
CP142895.1_virus_genes.tsv	ENA|CP142895|CP142895.1|provirus_1880991_1987253	0	2	2
CP107223.1_virus_genes.tsv	ENA|CP107223|CP107223.1|provirus_1114554_1166224	0	0	0
CP028139.1_virus_genes.tsv	ENA|CP028139|CP028139.1|provirus_115227_133265	1	1	2
CM129775.1_virus_genes.tsv	ENA|CM129775|CM129775.1|provirus_943947_964864	1	1	2
JAUFOF000000000_virus_genes.tsv	ENA|JAUFOF010000001|JAUFOF010000001.1|provirus_3351526_3363711	0	0	0
AP023309.1_virus_genes.tsv	ENA|AP023309|AP023309.1|provirus_1902900_1944851	0	0	0
CP137514.1_virus_genes.tsv	ENA|CP137514|CP137514.1|provirus_1991349_2009824	0	0	0
CP053378.1_virus_genes.tsv	ENA|CP053378|CP053378.1|provirus_4912479_4947501	0	0	0
AP025792.1_virus_genes.tsv	ENA|AP025792|AP025792.1|provirus_3220495_3263531	0	0	0
CP062329.1_virus_genes.tsv	ENA|CP062329|CP062329.1|provirus_1_28970	1	0	1
CP175631.1_virus_genes.tsv	ENA|CP175631|CP175631.1|provirus_1_108749	0	0	0
CP061075.1_virus_genes.tsv	ENA|CP061075|CP061075.1|provirus_1689408_1720808	0	0	0
CP056809.1_virus_genes.tsv	ENA|CP056809|CP056809.1|provirus_2947614_2956262	0	0	0
CP035435.1_virus_genes.tsv	ENA|CP035435|CP035435.1|provirus_622553_669822	0	0	0
CP175239.1_virus_genes.tsv	ENA|CP175239|CP175239.1|provirus_119314_160673	0	0	0
CP149985.1_virus_genes.tsv	ENA|CP149985|CP149985.1|provirus_198828_212243	0	0	0
CP017251.1_virus_genes.tsv	ENA|CP017251|CP017251.1|provirus_3720619_3757796	2	1	3
CP042517.1_virus_genes.tsv	ENA|CP042517|CP042517.1|provirus_1230007_1269409	0	0	0
CP027582.1_virus_genes.tsv	ENA|CP027582|CP027582.1|provirus_2571319_2625348	1	1	2
CP025248.1_virus_genes.tsv	ENA|CP025248|CP025248.1|provirus_1204130_1231735	0	0	0
OW849491.1_virus_genes.tsv	ENA|OW849491|OW849491.1|provirus_2215037_2261899	1	1	2
CP003329.1_virus_genes.tsv	ENA|CP003329|CP003329.1|provirus_2663534_2700552	0	0	0
CP053683.1_virus_genes.tsv	ENA|CP053683|CP053683.1|provirus_157107_199914	1	1	2
CP131718.1_virus_genes.tsv	ENA|CP131718|CP131718.1|provirus_47173_84801	1	1	2
CP118227.1_virus_genes.tsv	ENA|CP118227|CP118227.1|provirus_2443354_2474374	0	0	0
AP026827.1_virus_genes.tsv	ENA|AP026827|AP026827.1|provirus_2603826_2643807	1	1	2
CP047548.1_virus_genes.tsv	ENA|CP047548|CP047548.1|provirus_2968376_3010327	0	0	0
CP155734.1_virus_genes.tsv	ENA|CP155734|CP155734.1|provirus_599646_639840	0	0	0
CP042907.1_virus_genes.tsv	ENA|CP042907|CP042907.1|provirus_1721328_1775323	1	1	2
JBQHIL000000000_virus_genes.tsv	ENA|JBQHIL010000004|JBQHIL010000004.1	1	1	2
CP148797.1_virus_genes.tsv	ENA|CP148797|CP148797.1|provirus_4579168_4611595	0	0	0
CP026056.1_virus_genes.tsv	ENA|CP026056|CP026056.1|provirus_2982346_3011043	0	0	0
CP070124.1_virus_genes.tsv	ENA|CP070124|CP070124.1|provirus_454589_509161	2	1	3
CP016987.1_virus_genes.tsv	ENA|CP016987|CP016987.1|provirus_1186088_1238758	0	0	0
LR890627.1_virus_genes.tsv	ENA|LR890627|LR890627.1|provirus_1793526_1828539	1	1	2
CP115015.1_virus_genes.tsv	ENA|CP115015|CP115015.1|provirus_2754893_2800890	0	0	0
CP139441.1_virus_genes.tsv	ENA|CP139441|CP139441.1|provirus_2369241_2394872	1	1	2
CP162022.1_virus_genes.tsv	ENA|CP162022|CP162022.1|provirus_2693153_2724544	0	0	0
CP149985.1_virus_genes.tsv	ENA|CP149985|CP149985.1|provirus_1357638_1383269	1	1	2
CP149984.1_virus_genes.tsv	ENA|CP149984|CP149984.1|provirus_3775040_3827052	1	1	2
CP096117.1_virus_genes.tsv	ENA|CP096117|CP096117.1|provirus_522858_561659	0	0	0
CP175230.1_virus_genes.tsv	ENA|CP175230|CP175230.1|provirus_927781_971404	0	0	0
CP137226.1_virus_genes.tsv	ENA|CP137226|CP137226.1|provirus_2986134_3061689	0	0	0
CP065867.1_virus_genes.tsv	ENA|CP065867|CP065867.1|provirus_3669731_3720111	0	0	0
CP060804.1_virus_genes.tsv	ENA|CP060804|CP060804.1|provirus_1670673_1711479	0	0	0
CP035264.1_virus_genes.tsv	ENA|CP035264|CP035264.1|provirus_1434137_1476982	0	0	0
CP029133.1_virus_genes.tsv	ENA|CP029133|CP029133.1|provirus_644590_686043	1	1	2
CP062758.1_virus_genes.tsv	ENA|CP062758|CP062758.1|provirus_3540289_3588544	1	1	2
CP026084.1_virus_genes.tsv	ENA|CP026084|CP026084.1|provirus_1092478_1136093	0	0	0
CP029605.1_virus_genes.tsv	ENA|CP029605|CP029605.1|provirus_2939998_2979836	0	0	0
LR027877.1_virus_genes.tsv	ENA|LR027877|LR027877.1|provirus_904076_918810	0	0	0
CP135822.1_virus_genes.tsv	ENA|CP135822|CP135822.1|provirus_1488455_1525327	1	1	2
CP094750.1_virus_genes.tsv	ENA|CP094750|CP094750.1|provirus_884293_899603	0	0	0
AP025784.1_virus_genes.tsv	ENA|AP025784|AP025784.1|provirus_3973566_4005449	1	1	2
AP031580.1_virus_genes.tsv	ENA|AP031580|AP031580.1|provirus_2474846_2524031	0	1	1
CP097107.1_virus_genes.tsv	ENA|CP097107|CP097107.1|provirus_1906589_1957512	2	1	3
CP092627.1_virus_genes.tsv	ENA|CP092627|CP092627.1|provirus_4404619_4425067	1	0	1
CP015410.2_virus_genes.tsv	ENA|CP015410|CP015410.2|provirus_1799940_1813323	0	0	0
CM132336.1_virus_genes.tsv	ENA|CM132336|CM132336.1|provirus_5362392_5402306	0	0	0
CP053682.1_virus_genes.tsv	ENA|CP053682|CP053682.1|provirus_2331555_2374436	1	1	2
CP188116.1_virus_genes.tsv	ENA|CP188116|CP188116.1|provirus_1314689_1343979	0	0	0
CP175595.1_virus_genes.tsv	ENA|CP175595|CP175595.1|provirus_1852061_1866547	0	0	0
CP058146.1_virus_genes.tsv	ENA|CP058146|CP058146.1|provirus_4161312_4216487	1	1	2
CP003329.1_virus_genes.tsv	ENA|CP003329|CP003329.1|provirus_2148165_2283650	0	0	0
CP022151.1_virus_genes.tsv	ENA|CP022151|CP022151.1|provirus_2463988_2497920	0	0	0
CM126633.1_virus_genes.tsv	ENA|CM126633|CM126633.1|provirus_3287759_3330070	0	0	0
CP200006.1_virus_genes.tsv	ENA|CP200006|CP200006.1|provirus_1807396_1851202	0	0	0
AP019714.1_virus_genes.tsv	ENA|AP019714|AP019714.1|provirus_2658851_2695869	0	0	0
CP022891.1_virus_genes.tsv	ENA|CP022891|CP022891.1|provirus_3670990_3700045	0	0	0
CP013301.1_virus_genes.tsv	ENA|CP013301|CP013301.1|provirus_1574186_1590731	0	0	0
CP183849.1_virus_genes.tsv	ENA|CP183849|CP183849.1|provirus_2095595_2160876	0	0	0
OX291586.1_virus_genes.tsv	ENA|OX291586|OX291586.1|provirus_1027051_1065723	1	1	2
CP191283.1_virus_genes.tsv	ENA|CP191283|CP191283.1|provirus_1802441_1815825	0	0	0
CP056653.1_virus_genes.tsv	ENA|CP056653|CP056653.1|provirus_3211790_3256559	0	0	0
CP018919.1_virus_genes.tsv	ENA|CP018919|CP018919.1|provirus_507920_550341	1	1	2
CP017251.1_virus_genes.tsv	ENA|CP017251|CP017251.1|provirus_2807953_2860221	1	1	2
CM129631.1_virus_genes.tsv	ENA|CM129631|CM129631.1|provirus_2086324_2125044	1	1	2
LS483407.1_virus_genes.tsv	ENA|LS483407|LS483407.1|provirus_1087323_1131507	0	0	0
CP034415.1_virus_genes.tsv	ENA|CP034415|CP034415.1|provirus_466475_482578	0	0	0
CP015020.1_virus_genes.tsv	ENA|CP015020|CP015020.1|provirus_5316102_5377561	1	0	1
CP181851.1_virus_genes.tsv	ENA|CP181851|CP181851.1|provirus_2453692_2491699	0	0	0
OW848788.1_virus_genes.tsv	ENA|OW848788|OW848788.1|provirus_1987919_2025695	0	0	0
CM130044.1_virus_genes.tsv	ENA|CM130044|CM130044.1|provirus_4200989_4216831	0	0	0
CP175513.1_virus_genes.tsv	ENA|CP175513|CP175513.1|provirus_2012418_2077968	0	0	0
CP026723.1_virus_genes.tsv	ENA|CP026723|CP026723.1|provirus_4876785_4914753	0	0	0
CP175755.1_virus_genes.tsv	ENA|CP175755|CP175755.1|provirus_3482481_3512727	1	1	2
CP101123.1_virus_genes.tsv	ENA|CP101123|CP101123.1|provirus_1_32024	1	0	1
CP143101.1_virus_genes.tsv	ENA|CP143101|CP143101.1|provirus_377199_397931	0	0	0
CP089186.1_virus_genes.tsv	ENA|CP089186|CP089186.1|provirus_427854_459478	2	1	3
CM125645.1_virus_genes.tsv	ENA|CM125645|CM125645.1|provirus_2663144_2700162	0	0	0
AP038761.1_virus_genes.tsv	ENA|AP038761|AP038761.1|provirus_2568575_2602316	1	1	2
CP008804.1_virus_genes.tsv	ENA|CP008804|CP008804.1|provirus_1148218_1225797	1	0	1
JBSMJA000000000_virus_genes.tsv	ENA|JBSMJA010000001|JBSMJA010000001.1|provirus_4239438_4258671	0	1	1
CP091577.1_virus_genes.tsv	ENA|CP091577|CP091577.1|provirus_1251324_1293359	0	0	0
CP196282.1_virus_genes.tsv	ENA|CP196282|CP196282.1|provirus_2641681_2694313	0	0	0
CP126338.1_virus_genes.tsv	ENA|CP126338|CP126338.1|provirus_1132684_1179430	1	1	2
AP025879.1_virus_genes.tsv	ENA|AP025879|AP025879.1|provirus_2002339_2046320	0	0	0
CP023535.1_virus_genes.tsv	ENA|CP023535|CP023535.1|provirus_1517160_1550015	0	0	0
AP040352.1_virus_genes.tsv	ENA|AP040352|AP040352.1|provirus_3280710_3322972	0	1	1
CP199762.1_virus_genes.tsv	ENA|CP199762|CP199762.1|provirus_1208751_1256640	0	0	0
CP196195.1_virus_genes.tsv	ENA|CP196195|CP196195.1|provirus_2601762_2632697	0	0	0
AP014649.1_virus_genes.tsv	ENA|AP014649|AP014649.1|provirus_2858275_2919172	0	1	1
